image_name,xmin,xmax,ymin,ymax,class_id
room1_dataCollector0001_20210114_im_gap_20210114-16_10_04.png,57,64,1,5,1
room1_dataCollector0001_20210114_im_gap_20210114-16_10_04.png,13,24,30,41,1
room1_dataCollector0001_20210114_im_gap_20210114-16_10_04.png,67,75,49,59,1
room1_dataCollector0001_20210114_im_gap_20210114-16_15_04.png,57,64,1,6,1
room1_dataCollector0001_20210114_im_gap_20210114-16_15_04.png,67,74,49,57,1
room1_dataCollector0001_20210114_im_gap_20210114-16_20_04.png,57,64,1,6,1
room1_dataCollector0001_20210114_im_gap_20210114-16_20_04.png,67,74,49,60,1
room1_dataCollector0001_20210114_im_gap_20210114-16_25_04.png,57,64,1,6,1
room1_dataCollector0001_20210114_im_gap_20210114-16_30_04.png,57,65,1,6,1
room1_dataCollector0001_20210114_im_gap_20210114-16_35_04.png,57,64,1,6,1
room1_dataCollector0001_20210114_im_gap_20210114-16_40_04.png,64,73,50,60,1
room1_dataCollector0001_20210114_im_gap_20210114-16_45_04.png,64,74,51,60,1
room1_dataCollector0001_20210114_im_gap_20210114-16_50_04.png,64,72,52,61,1
room1_dataCollector0001_20210114_im_gap_20210114-16_55_04.png,64,73,50,59,1
room1_dataCollector0001_20210114_im_gap_20210114-17_00_04.png,64,73,51,61,1
room1_dataCollector0001_20210114_im_gap_20210114-17_05_04.png,14,25,32,43,1
room1_dataCollector0001_20210114_im_gap_20210114-17_10_04.png,13,25,32,44,1
room1_dataCollector0001_20210114_im_gap_20210114-17_20_04.png,25,41,8,23,1
room1_dataCollector0001_20210114_im_gap_20210114-17_20_04.png,12,29,31,44,1
room1_dataCollector0001_20210114_im_gap_20210114-17_25_04.png,59,64,1,5,1
room1_dataCollector0001_20210114_im_gap_20210114-17_30_04.png,59,63,2,5,1
room1_dataCollector0001_20210114_im_gap_20210114-17_35_03.png,60,64,3,5,1
room1_dataCollector0001_20210114_im_gap_20210114-17_35_03.png,12,25,32,45,1
room1_dataCollector0001_20210115_im_gap_20210115-07_45_04.png,12,23,39,49,1
room1_dataCollector0001_20210115_im_gap_20210115-08_00_04.png,13,24,31,42,1
room1_dataCollector0001_20210115_im_gap_20210115-08_05_04.png,13,24,31,42,1
room1_dataCollector0001_20210115_im_gap_20210115-08_10_04.png,13,24,31,43,1
room1_dataCollector0001_20210115_im_gap_20210115-08_15_04.png,13,24,31,43,1
room1_dataCollector0001_20210115_im_gap_20210115-08_20_04.png,13,23,31,43,1
room1_dataCollector0001_20210115_im_gap_20210115-08_25_04.png,13,24,31,43,1
room1_dataCollector0001_20210115_im_gap_20210115-08_30_04.png,13,25,32,43,1
room1_dataCollector0001_20210115_im_gap_20210115-08_35_04.png,42,55,14,31,1
room1_dataCollector0001_20210115_im_gap_20210115-08_45_04.png,13,25,31,42,1
room1_dataCollector0001_20210115_im_gap_20210115-08_50_04.png,64,72,53,62,1
room1_dataCollector0001_20210115_im_gap_20210115-08_50_04.png,14,25,31,41,1
room1_dataCollector0001_20210115_im_gap_20210115-08_55_04.png,14,24,31,42,1
room1_dataCollector0001_20210115_im_gap_20210115-09_00_04.png,13,25,32,42,1
room1_dataCollector0001_20210115_im_gap_20210115-09_05_04.png,13,25,31,42,1
room1_dataCollector0001_20210115_im_gap_20210115-09_10_04.png,14,24,32,41,1
room1_dataCollector0001_20210115_im_gap_20210115-10_05_04.png,15,28,36,56,1
room1_dataCollector0001_20210115_im_gap_20210115-10_10_04.png,13,24,31,42,1
room1_dataCollector0001_20210115_im_gap_20210115-10_20_04.png,13,25,31,43,1
room1_dataCollector0001_20210115_im_gap_20210115-10_30_04.png,13,24,31,43,1
room1_dataCollector0001_20210115_im_gap_20210115-10_35_04.png,13,25,31,42,1
room1_dataCollector0001_20210115_im_gap_20210115-09_20_04.png,13,25,32,43,1
room1_dataCollector0001_20210115_im_gap_20210115-09_20_04.png,67,75,54,61,1
room1_dataCollector0001_20210115_im_gap_20210115-09_25_04.png,13,26,32,44,1
room1_dataCollector0001_20210115_im_gap_20210115-09_25_04.png,65,73,53,62,1
room1_dataCollector0001_20210115_im_gap_20210115-09_30_04.png,12,26,32,45,1
room1_dataCollector0001_20210115_im_gap_20210115-09_30_04.png,65,73,54,62,1
room1_dataCollector0001_20210115_im_gap_20210115-09_40_04.png,66,73,52,62,1
room1_dataCollector0001_20210115_im_gap_20210115-09_50_04.png,45,59,29,42,1
room1_dataCollector0001_20210115_im_gap_20210115-09_50_04.png,66,79,27,40,1
room1_dataCollector0001_20210115_im_gap_20210115-09_55_04.png,13,24,31,42,1
room1_dataCollector0001_20210115_im_gap_20210115-10_40_03.png,13,23,30,43,1
room1_dataCollector0001_20210115_im_gap_20210115-10_45_04.png,13,24,30,42,1
room1_dataCollector0001_20210115_im_gap_20210115-10_50_04.png,29,38,0,13,1
room1_dataCollector0001_20210115_im_gap_20210115-10_55_04.png,13,27,30,43,1
room1_dataCollector0001_20210115_im_gap_20210115-11_00_04.png,13,24,30,42,1
room1_dataCollector0001_20210115_im_gap_20210115-11_05_04.png,13,23,31,42,1
room1_dataCollector0001_20210115_im_gap_20210115-11_05_04.png,68,77,48,59,1
room1_dataCollector0001_20210115_im_gap_20210115-11_10_04.png,10,27,34,49,1
room1_dataCollector0001_20210115_im_gap_20210115-11_15_04.png,14,26,32,42,1
room1_dataCollector0001_20210115_im_gap_20210115-12_45_04.png,65,74,52,61,1
room1_dataCollector0001_20210115_im_gap_20210115-12_45_04.png,27,31,1,3,1
room1_dataCollector0001_20210115_im_gap_20210115-12_50_04.png,64,73,52,62,1
room1_dataCollector0001_20210115_im_gap_20210115-12_50_04.png,27,31,0,3,1
room1_dataCollector0001_20210115_im_gap_20210115-12_55_03.png,64,73,52,62,1
room1_dataCollector0001_20210115_im_gap_20210115-12_55_03.png,26,31,0,3,1
room1_dataCollector0001_20210115_im_gap_20210115-13_05_04.png,25,30,0,3,1
room1_dataCollector0001_20210115_im_gap_20210115-13_05_04.png,64,73,53,61,1
room1_dataCollector0001_20210115_im_gap_20210115-13_10_04.png,28,32,0,2,1
room1_dataCollector0001_20210115_im_gap_20210115-13_10_04.png,63,72,53,62,1
room1_dataCollector0001_20210115_im_gap_20210115-13_15_04.png,27,29,0,1,1
room1_dataCollector0001_20210115_im_gap_20210115-13_15_04.png,63,73,54,62,1
room1_dataCollector0001_20210115_im_gap_20210115-13_20_04.png,63,74,53,62,1
room1_dataCollector0001_20210115_im_gap_20210115-13_25_04.png,66,74,52,62,1
room1_dataCollector0001_20210115_im_gap_20210115-13_35_04.png,66,73,52,61,1
room1_dataCollector0001_20210115_im_gap_20210115-13_40_04.png,66,73,52,63,1
room1_dataCollector0001_20210115_im_gap_20210115-13_45_04.png,67,73,50,62,1
room1_dataCollector0001_20210115_im_gap_20210115-13_50_04.png,67,73,51,62,1
room1_dataCollector0001_20210115_im_gap_20210115-13_55_04.png,66,73,48,61,1
room1_dataCollector0001_20210115_im_gap_20210115-14_00_04.png,65,73,51,62,1
room1_dataCollector0001_20210115_im_gap_20210115-14_05_04.png,65,73,51,63,1
room1_dataCollector0001_20210115_im_gap_20210115-14_10_04.png,65,75,51,61,1
room1_dataCollector0001_20210115_im_gap_20210115-16_15_04.png,25,33,0,4,1
room1_dataCollector0001_20210115_im_gap_20210115-16_20_04.png,25,32,0,4,1
room1_dataCollector0001_20210115_im_gap_20210115-16_25_04.png,27,33,0,5,1
room1_dataCollector0001_20210115_im_gap_20210115-16_40_04.png,25,32,0,3,1
room1_dataCollector0001_20210115_im_gap_20210115-16_45_04.png,25,32,0,3,1
room1_dataCollector0001_20210115_im_gap_20210115-16_50_04.png,26,33,0,3,1
room1_dataCollector0001_20210115_im_gap_20210115-16_55_04.png,28,34,0,5,1
room1_dataCollector0001_20210118_im_gap_20210118-08_00_04.png,25,33,0,5,1
room1_dataCollector0001_20210118_im_gap_20210118-08_00_04.png,58,64,2,5,1
room1_dataCollector0001_20210118_im_gap_20210118-08_10_04.png,26,32,0,4,1
room1_dataCollector0001_20210118_im_gap_20210118-08_10_04.png,58,64,2,5,1
room1_dataCollector0001_20210118_im_gap_20210118-08_15_04.png,26,33,0,3,1
room1_dataCollector0001_20210118_im_gap_20210118-08_15_04.png,57,63,1,5,1
room1_dataCollector0001_20210118_im_gap_20210118-08_20_04.png,25,32,0,3,1
room1_dataCollector0001_20210118_im_gap_20210118-08_20_04.png,58,64,2,5,1
room1_dataCollector0001_20210118_im_gap_20210118-11_35_04.png,65,77,50,59,1
room1_dataCollector0001_20210118_im_gap_20210118-11_40_04.png,59,63,2,5,1
room1_dataCollector0001_20210118_im_gap_20210118-11_45_04.png,58,63,1,5,1
room1_dataCollector0001_20210118_im_gap_20210118-11_45_04.png,66,74,50,59,1
room1_dataCollector0001_20210118_im_gap_20210118-11_50_04.png,58,63,1,5,1
room1_dataCollector0001_20210118_im_gap_20210118-11_50_04.png,65,74,51,59,1
room1_dataCollector0001_20210118_im_gap_20210118-11_55_04.png,66,73,51,60,1
room1_dataCollector0001_20210118_im_gap_20210118-12_10_04.png,40,48,8,16,1
room1_dataCollector0001_20210118_im_gap_20210118-12_25_04.png,58,64,2,5,1
room1_dataCollector0001_20210118_im_gap_20210118-12_35_04.png,57,64,2,5,1
room1_dataCollector0001_20210118_im_gap_20210118-12_35_04.png,13,25,31,41,1
room1_dataCollector0001_20210118_im_gap_20210118-12_55_04.png,58,65,1,6,1
room1_dataCollector0001_20210118_im_gap_20210118-12_55_04.png,13,24,30,43,1
room1_dataCollector0001_20210118_im_gap_20210118-13_05_04.png,58,63,1,5,1
room1_dataCollector0001_20210118_im_gap_20210118-13_05_04.png,14,24,30,42,1
room1_dataCollector0001_20210118_im_gap_20210118-13_05_04.png,65,74,51,61,1
room1_dataCollector0001_20210118_im_gap_20210118-13_10_04.png,58,64,1,5,1
room1_dataCollector0001_20210118_im_gap_20210118-13_10_04.png,15,24,30,42,1
room1_dataCollector0001_20210118_im_gap_20210118-13_10_04.png,66,74,50,61,1
room1_dataCollector0001_20210118_im_gap_20210118-13_15_04.png,13,25,31,42,1
room1_dataCollector0001_20210118_im_gap_20210118-13_15_04.png,66,74,50,61,1
room1_dataCollector0001_20210118_im_gap_20210118-13_15_04.png,57,63,1,5,1
room1_dataCollector0001_20210118_im_gap_20210118-13_20_04.png,64,76,42,53,1
room1_dataCollector0001_20210118_im_gap_20210118-13_20_04.png,69,77,52,61,1
room1_dataCollector0001_20210118_im_gap_20210118-13_25_04.png,57,63,1,4,1
room1_dataCollector0001_20210118_im_gap_20210118-13_25_04.png,59,76,43,53,1
room1_dataCollector0001_20210118_im_gap_20210118-13_25_04.png,65,76,53,61,1
room1_dataCollector0001_20210118_im_gap_20210118-13_45_04.png,57,63,1,5,1
room1_dataCollector0001_20210118_im_gap_20210118-13_45_04.png,65,74,49,61,1
room1_dataCollector0001_20210118_im_gap_20210118-13_50_04.png,66,74,50,61,1
room1_dataCollector0001_20210118_im_gap_20210118-13_50_04.png,57,64,1,6,1
room1_dataCollector0001_20210118_im_gap_20210118-14_00_04.png,57,64,1,5,1
room1_dataCollector0001_20210118_im_gap_20210118-14_00_04.png,65,73,51,61,1
room1_dataCollector0001_20210118_im_gap_20210118-14_05_04.png,15,29,36,46,1
room1_dataCollector0001_20210118_im_gap_20210118-14_05_04.png,65,74,51,60,1
room1_dataCollector0001_20210118_im_gap_20210118-14_05_04.png,47,49,0,3,1
room1_dataCollector0001_20210118_im_gap_20210118-14_05_04.png,58,66,1,7,1
room1_dataCollector0001_20210118_im_gap_20210118-14_15_04.png,46,48,0,3,1
room1_dataCollector0001_20210118_im_gap_20210118-14_15_04.png,14,27,30,42,1
room1_dataCollector0001_20210118_im_gap_20210118-14_15_04.png,58,66,1,8,1
room1_dataCollector0001_20210118_im_gap_20210118-14_20_04.png,58,64,1,6,1
room1_dataCollector0001_20210118_im_gap_20210118-14_20_04.png,65,74,49,58,1
room1_dataCollector0001_20210118_im_gap_20210118-14_20_04.png,3,25,37,42,1
room1_dataCollector0001_20210125_im_gap_20210125-07_50_05.png,28,43,46,60,1
room1_dataCollector0001_20210125_im_gap_20210125-07_50_05.png,14,28,29,46,1
room1_dataCollector0001_20210125_im_gap_20210125-08_00_04.png,28,32,0,3,1
room1_dataCollector0001_20210125_im_gap_20210125-08_00_04.png,44,50,0,7,1
room1_dataCollector0001_20210125_im_gap_20210125-08_00_04.png,59,63,1,4,1
room1_dataCollector0001_20210125_im_gap_20210125-08_05_04.png,28,32,0,3,1
room1_dataCollector0001_20210125_im_gap_20210125-08_05_04.png,59,63,1,5,1
room1_dataCollector0001_20210125_im_gap_20210125-08_10_04.png,27,32,0,3,1
room1_dataCollector0001_20210125_im_gap_20210125-08_10_04.png,59,64,2,6,1
room1_dataCollector0001_20210125_im_gap_20210125-08_25_04.png,27,33,0,5,1
room1_dataCollector0001_20210125_im_gap_20210125-08_25_04.png,58,64,2,7,1
room1_dataCollector0001_20210125_im_gap_20210125-08_30_04.png,27,34,0,4,1
room1_dataCollector0001_20210125_im_gap_20210125-08_40_04.png,66,74,54,62,1
room1_dataCollector0001_20210125_im_gap_20210125-08_45_04.png,66,73,49,61,1
room1_dataCollector0001_20210125_im_gap_20210125-08_45_04.png,27,34,0,5,1
room1_dataCollector0001_20210125_im_gap_20210125-08_45_04.png,59,65,1,6,1
room1_dataCollector0001_20210125_im_gap_20210125-08_55_04.png,64,73,53,62,1
room1_dataCollector0001_20210125_im_gap_20210125-08_55_04.png,58,64,1,5,1
room1_dataCollector0001_20210125_im_gap_20210125-09_00_04.png,64,72,53,63,1
room1_dataCollector0001_20210125_im_gap_20210125-09_00_04.png,27,34,0,4,1
room1_dataCollector0001_20210125_im_gap_20210125-09_00_04.png,59,65,2,6,1
room1_dataCollector0001_20210125_im_gap_20210125-09_05_04.png,13,25,29,43,1
room1_dataCollector0001_20210125_im_gap_20210125-09_05_04.png,65,73,53,64,1
room1_dataCollector0001_20210125_im_gap_20210125-09_10_04.png,12,27,34,45,1
room1_dataCollector0001_20210125_im_gap_20210125-09_10_04.png,67,73,52,59,1
room1_dataCollector0001_20210125_im_gap_20210125-09_20_04.png,13,24,31,41,1
room1_dataCollector0001_20210125_im_gap_20210125-09_20_04.png,64,72,56,64,1
room1_dataCollector0001_20210125_im_gap_20210125-09_25_04.png,64,72,54,64,1
room1_dataCollector0001_20210125_im_gap_20210125-09_30_04.png,65,74,52,62,1
room1_dataCollector0001_20210125_im_gap_20210125-09_40_04.png,29,44,48,65,1
room1_dataCollector0001_20210125_im_gap_20210125-09_40_04.png,44,51,0,10,1
room1_dataCollector0001_20210125_im_gap_20210125-09_45_04.png,66,73,54,64,1
room1_dataCollector0001_20210125_im_gap_20210125-09_50_04.png,66,74,54,62,1
room1_dataCollector0001_20210125_im_gap_20210125-09_55_04.png,64,74,55,62,1
room1_dataCollector0001_20210125_im_gap_20210125-10_00_04.png,58,64,1,5,1
room1_dataCollector0001_20210125_im_gap_20210125-10_00_04.png,65,73,54,64,1
room1_dataCollector0001_20210125_im_gap_20210125-10_15_04.png,27,33,0,4,1
room1_dataCollector0001_20210125_im_gap_20210125-10_15_04.png,58,64,1,5,1
room1_dataCollector0001_20210125_im_gap_20210125-10_20_04.png,27,33,0,3,1
room1_dataCollector0001_20210125_im_gap_20210125-10_20_04.png,58,64,1,5,1
room1_dataCollector0001_20210125_im_gap_20210125-10_30_04.png,58,64,1,6,1
room1_dataCollector0001_20210125_im_gap_20210125-10_30_04.png,66,76,53,62,1
room1_dataCollector0001_20210125_im_gap_20210125-10_35_04.png,27,33,0,4,1
room1_dataCollector0001_20210125_im_gap_20210125-10_35_04.png,57,64,1,5,1
room1_dataCollector0001_20210125_im_gap_20210125-10_35_04.png,64,73,54,63,1
room1_dataCollector0001_20210125_im_gap_20210125-10_40_04.png,27,34,0,4,1
room1_dataCollector0001_20210125_im_gap_20210125-10_40_04.png,57,64,1,5,1
room1_dataCollector0001_20210125_im_gap_20210125-10_40_04.png,65,74,55,63,1
room1_dataCollector0001_20210125_im_gap_20210125-10_45_04.png,27,33,0,4,1
room1_dataCollector0001_20210125_im_gap_20210125-10_45_04.png,58,64,1,5,1
room1_dataCollector0001_20210125_im_gap_20210125-10_45_04.png,65,73,55,63,1
room1_dataCollector0001_20210125_im_gap_20210125-10_50_04.png,67,73,55,64,1
room1_dataCollector0001_20210125_im_gap_20210125-10_50_04.png,28,34,0,3,1
room1_dataCollector0001_20210125_im_gap_20210125-10_50_04.png,59,63,1,5,1
room1_dataCollector0001_20210125_im_gap_20210125-10_55_04.png,66,74,55,62,1
room1_dataCollector0001_20210125_im_gap_20210125-10_55_04.png,28,33,0,3,1
room1_dataCollector0001_20210125_im_gap_20210125-11_00_04.png,67,74,55,64,1
room1_dataCollector0001_20210125_im_gap_20210125-11_00_04.png,30,34,0,2,1
room1_dataCollector0001_20210125_im_gap_20210125-11_05_04.png,67,73,56,64,1
room1_dataCollector0001_20210125_im_gap_20210125-11_10_04.png,64,72,56,64,1
room1_dataCollector0001_20210125_im_gap_20210125-11_15_04.png,65,73,56,64,1
room1_dataCollector0001_20210125_im_gap_20210125-11_20_04.png,66,73,56,64,1
room1_dataCollector0001_20210125_im_gap_20210125-11_20_04.png,66,79,31,41,1
room1_dataCollector0001_20210125_im_gap_20210125-11_25_04.png,67,74,56,64,1
room1_dataCollector0001_20210125_im_gap_20210125-11_30_04.png,60,65,2,6,1
room1_dataCollector0001_20210125_im_gap_20210125-11_40_04.png,65,73,55,64,1
room1_dataCollector0001_20210125_im_gap_20210125-11_45_04.png,64,73,55,64,1
room1_dataCollector0001_20210125_im_gap_20210125-11_50_04.png,65,72,55,64,1
room1_dataCollector0001_20210125_im_gap_20210125-11_55_04.png,66,75,56,65,1
room1_dataCollector0001_20210125_im_gap_20210125-12_00_04.png,65,73,54,64,1
room1_dataCollector0001_20210125_im_gap_20210125-12_05_03.png,65,73,54,65,1
room1_dataCollector0001_20210125_im_gap_20210125-12_10_04.png,57,64,1,5,1
room1_dataCollector0001_20210125_im_gap_20210125-12_10_04.png,66,74,56,63,1
room1_dataCollector0001_20210125_im_gap_20210125-12_15_04.png,57,64,1,5,1
room1_dataCollector0001_20210125_im_gap_20210125-12_15_04.png,65,72,56,63,1
room1_dataCollector0001_20210125_im_gap_20210125-12_20_04.png,58,63,1,5,1
room1_dataCollector0001_20210125_im_gap_20210125-12_20_04.png,64,73,55,63,1
room1_dataCollector0001_20210125_im_gap_20210125-12_25_04.png,57,63,1,5,1
room1_dataCollector0001_20210125_im_gap_20210125-12_25_04.png,64,72,55,64,1
room1_dataCollector0001_20210125_im_gap_20210125-12_30_04.png,69,79,47,58,1
room1_dataCollector0001_20210125_im_gap_20210125-12_45_04.png,13,24,30,43,1
room1_dataCollector0001_20210125_im_gap_20210125-12_50_04.png,13,24,29,43,1
room1_dataCollector0001_20210125_im_gap_20210125-13_10_04.png,66,72,53,62,1
room1_dataCollector0001_20210125_im_gap_20210125-13_15_04.png,66,74,54,61,1
room1_dataCollector0001_20210125_im_gap_20210125-13_20_04.png,64,73,54,64,1
room1_dataCollector0001_20210125_im_gap_20210125-13_25_04.png,58,63,1,5,1
room1_dataCollector0001_20210125_im_gap_20210125-13_25_04.png,67,74,54,62,1
room1_dataCollector0001_20210125_im_gap_20210125-13_35_04.png,59,66,1,6,1
room1_dataCollector0001_20210125_im_gap_20210125-13_45_04.png,58,64,1,5,1
room1_dataCollector0001_20210125_im_gap_20210125-13_45_04.png,47,59,23,36,1
room1_dataCollector0001_20210125_im_gap_20210125-13_45_04.png,7,23,46,55,1
room1_dataCollector0001_20210125_im_gap_20210125-14_05_04.png,58,64,1,5,1
room1_dataCollector0001_20210125_im_gap_20210125-14_05_04.png,43,53,57,67,1
room1_dataCollector0001_20210125_im_gap_20210125-15_00_04.png,39,51,50,68,1
room1_dataCollector0001_20210125_im_gap_20210125-15_00_04.png,16,33,41,59,1
room1_dataCollector0001_20210125_im_gap_20210125-15_15_04.png,27,32,0,4,1
room1_dataCollector0001_20210125_im_gap_20210125-15_15_04.png,67,77,53,62,1
room1_dataCollector0001_20210125_im_gap_20210125-15_25_04.png,26,32,0,4,1
room1_dataCollector0001_20210125_im_gap_20210125-15_25_04.png,59,64,2,5,1
room1_dataCollector0001_20210125_im_gap_20210125-15_25_04.png,65,77,52,61,1
room1_dataCollector0001_20210125_im_gap_20210125-15_25_04.png,43,54,57,67,1
room1_dataCollector0001_20210125_im_gap_20210125-15_30_04.png,13,24,29,41,1
room1_dataCollector0001_20210125_im_gap_20210125-15_30_04.png,67,75,52,61,1
room1_dataCollector0001_20210125_im_gap_20210125-15_30_04.png,43,54,57,67,1
room1_dataCollector0001_20210125_im_gap_20210125-15_35_04.png,27,32,0,4,1
room1_dataCollector0001_20210125_im_gap_20210125-15_35_04.png,59,64,1,5,1
room1_dataCollector0001_20210125_im_gap_20210125-15_35_04.png,14,24,30,42,1
room1_dataCollector0001_20210125_im_gap_20210125-15_35_04.png,64,73,52,62,1
room1_dataCollector0001_20210125_im_gap_20210125-15_35_04.png,43,53,57,67,1
room1_dataCollector0001_20210125_im_gap_20210125-15_40_04.png,59,64,1,5,1
room1_dataCollector0001_20210125_im_gap_20210125-15_40_04.png,13,24,29,41,1
room1_dataCollector0001_20210125_im_gap_20210125-15_40_04.png,66,75,52,60,1
room1_dataCollector0001_20210125_im_gap_20210125-15_40_04.png,38,53,50,67,1
room1_dataCollector0001_20210125_im_gap_20210125-15_45_04.png,26,32,0,3,1
room1_dataCollector0001_20210125_im_gap_20210125-15_45_04.png,59,64,1,5,1
room1_dataCollector0001_20210125_im_gap_20210125-15_45_04.png,13,24,30,42,1
room1_dataCollector0001_20210125_im_gap_20210125-15_45_04.png,66,75,52,62,1
room1_dataCollector0001_20210125_im_gap_20210125-15_45_04.png,42,55,56,67,1
room1_dataCollector0001_20210125_im_gap_20210125-14_10_04.png,13,24,31,41,1
room1_dataCollector0001_20210125_im_gap_20210125-14_15_04.png,13,24,32,41,1
room1_dataCollector0001_20210125_im_gap_20210125-14_15_04.png,41,52,59,68,1
room1_dataCollector0001_20210125_im_gap_20210125-14_20_04.png,40,53,31,45,1
room1_dataCollector0001_20210125_im_gap_20210125-14_20_04.png,13,26,29,50,1
room1_dataCollector0001_20210125_im_gap_20210125-14_25_04.png,14,24,29,41,1
room1_dataCollector0001_20210125_im_gap_20210125-14_30_04.png,50,59,0,13,1
room1_dataCollector0001_20210125_im_gap_20210125-14_30_04.png,39,44,0,9,1
room1_dataCollector0001_20210125_im_gap_20210125-14_35_04.png,13,24,30,41,1
room1_dataCollector0001_20210125_im_gap_20210125-14_35_04.png,38,50,48,63,1
room1_dataCollector0001_20210125_im_gap_20210125-14_35_04.png,66,75,51,61,1
room1_dataCollector0001_20210125_im_gap_20210125-14_40_04.png,13,24,30,42,1
room1_dataCollector0001_20210125_im_gap_20210125-14_45_04.png,66,74,52,62,1
room1_dataCollector0001_20210125_im_gap_20210125-14_45_04.png,42,52,53,68,1
room1_dataCollector0001_20210125_im_gap_20210125-14_50_04.png,28,32,0,3,1
room1_dataCollector0001_20210125_im_gap_20210125-14_55_04.png,28,32,0,3,1
room1_dataCollector0001_20210125_im_gap_20210125-16_40_04.png,58,63,1,5,1
room1_dataCollector0001_20210125_im_gap_20210125-16_40_04.png,20,38,27,43,1
room1_dataCollector0001_20210125_im_gap_20210125-16_40_04.png,43,54,57,67,1
room1_dataCollector0001_20210125_im_gap_20210125-17_00_04.png,59,64,1,5,1
room1_dataCollector0001_20210125_im_gap_20210125-17_00_04.png,14,24,29,41,1
room1_dataCollector0001_20210125_im_gap_20210125-17_00_04.png,19,39,40,52,1
room1_dataCollector0001_20210125_im_gap_20210125-17_05_04.png,58,63,1,5,1
room1_dataCollector0001_20210125_im_gap_20210125-17_05_04.png,11,21,28,41,1
room1_dataCollector0001_20210125_im_gap_20210125-17_05_04.png,43,55,56,67,1
room1_dataCollector0001_20210125_im_gap_20210125-17_10_04.png,58,64,1,4,1
room1_dataCollector0001_20210125_im_gap_20210125-17_10_04.png,44,55,56,66,1
room1_dataCollector0001_20210125_im_gap_20210125-17_15_04.png,59,64,1,4,1
room1_dataCollector0001_20210125_im_gap_20210125-17_15_04.png,44,54,56,67,1
room1_dataCollector0001_20210125_im_gap_20210125-17_20_04.png,58,64,1,5,1
room1_dataCollector0001_20210125_im_gap_20210125-17_20_04.png,14,24,29,41,1
room1_dataCollector0001_20210125_im_gap_20210125-17_20_04.png,41,54,56,67,1
room1_dataCollector0001_20210125_im_gap_20210125-17_25_04.png,59,64,1,5,1
room1_dataCollector0001_20210125_im_gap_20210125-17_25_04.png,9,25,36,51,1
room1_dataCollector0001_20210125_im_gap_20210125-17_35_03.png,15,24,30,41,1
room1_dataCollector0001_20210125_im_gap_20210125-17_40_04.png,13,25,30,43,1
room1_dataCollector0001_20210125_im_gap_20210125-17_50_04.png,14,29,30,44,1
room1_dataCollector0001_20210125_im_gap_20210125-17_55_04.png,14,26,30,41,1
room1_dataCollector0001_20210125_im_gap_20210125-18_00_04.png,14,26,30,41,1
room1_dataCollector0001_20210126_im_gap_20210126-08_00_04.png,27,33,0,3,1
room1_dataCollector0001_20210126_im_gap_20210126-08_05_04.png,28,33,0,2,1
room1_dataCollector0001_20210126_im_gap_20210126-08_20_04.png,29,32,0,1,1
room1_dataCollector0001_20210126_im_gap_20210126-08_35_04.png,28,33,0,3,1
